datetime,site,geometry,SNOWDEPTH,SNOWDEPTH_units,datasource,SNOWDEPTH (m)
2023-12-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),20.0,in,NRCS,0.508
2023-12-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),20.0,in,NRCS,0.508
2023-12-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),19.0,in,NRCS,0.4826
2023-12-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),19.0,in,NRCS,0.4826
2023-12-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),19.0,in,NRCS,0.4826
2023-12-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),18.0,in,NRCS,0.4572
2023-12-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),18.0,in,NRCS,0.4572
2023-12-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),19.0,in,NRCS,0.4826
2023-12-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),18.0,in,NRCS,0.4572
2023-12-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),17.0,in,NRCS,0.43179999999999996
2023-12-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),17.0,in,NRCS,0.43179999999999996
2023-12-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),18.0,in,NRCS,0.4572
2023-12-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),17.0,in,NRCS,0.43179999999999996
2023-12-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),17.0,in,NRCS,0.43179999999999996
2023-12-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),17.0,in,NRCS,0.43179999999999996
2023-12-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),19.0,in,NRCS,0.4826
2023-12-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),19.0,in,NRCS,0.4826
2023-12-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),19.0,in,NRCS,0.4826
2023-12-30 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),18.0,in,NRCS,0.4572
2023-12-31 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),18.0,in,NRCS,0.4572
2024-01-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),18.0,in,NRCS,0.4572
2024-01-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),18.0,in,NRCS,0.4572
2024-01-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),18.0,in,NRCS,0.4572
2024-01-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),20.0,in,NRCS,0.508
2024-01-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),20.0,in,NRCS,0.508
2024-01-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),20.0,in,NRCS,0.508
2024-01-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),24.0,in,NRCS,0.6095999999999999
2024-01-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),24.0,in,NRCS,0.6095999999999999
2024-01-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),25.0,in,NRCS,0.635
2024-01-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),34.0,in,NRCS,0.8635999999999999
2024-01-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),42.0,in,NRCS,1.0668
2024-01-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),52.0,in,NRCS,1.3208
2024-01-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),48.0,in,NRCS,1.2191999999999998
2024-01-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),50.0,in,NRCS,1.27
2024-01-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),46.0,in,NRCS,1.1683999999999999
2024-01-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),44.0,in,NRCS,1.1176
2024-01-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),44.0,in,NRCS,1.1176
2024-01-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),58.0,in,NRCS,1.4731999999999998
2024-01-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),54.0,in,NRCS,1.3716
2024-01-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),52.0,in,NRCS,1.3208
2024-01-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),52.0,in,NRCS,1.3208
2024-01-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),52.0,in,NRCS,1.3208
2024-01-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),50.0,in,NRCS,1.27
2024-01-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),50.0,in,NRCS,1.27
2024-01-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),51.0,in,NRCS,1.2953999999999999
2024-01-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),52.0,in,NRCS,1.3208
2024-01-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),51.0,in,NRCS,1.2953999999999999
2024-01-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),50.0,in,NRCS,1.27
2024-01-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),47.0,in,NRCS,1.1938
2024-01-30 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),46.0,in,NRCS,1.1683999999999999
2024-01-31 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),45.0,in,NRCS,1.143
2024-02-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),45.0,in,NRCS,1.143
2024-02-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),44.0,in,NRCS,1.1176
2024-02-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),47.0,in,NRCS,1.1938
2024-02-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),49.0,in,NRCS,1.2446
2024-02-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),48.0,in,NRCS,1.2191999999999998
2024-02-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),48.0,in,NRCS,1.2191999999999998
2024-02-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),51.0,in,NRCS,1.2953999999999999
2024-02-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),53.0,in,NRCS,1.3461999999999998
2024-02-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),54.0,in,NRCS,1.3716
2024-02-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),53.0,in,NRCS,1.3461999999999998
2024-02-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),52.0,in,NRCS,1.3208
2024-02-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),51.0,in,NRCS,1.2953999999999999
2024-02-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),51.0,in,NRCS,1.2953999999999999
2024-02-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),49.0,in,NRCS,1.2446
2024-02-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),56.0,in,NRCS,1.4223999999999999
2024-02-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),64.0,in,NRCS,1.6256
2024-02-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),64.0,in,NRCS,1.6256
2024-02-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),64.0,in,NRCS,1.6256
2024-02-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),65.0,in,NRCS,1.651
2024-02-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),64.0,in,NRCS,1.6256
2024-02-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),64.0,in,NRCS,1.6256
2024-02-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),63.0,in,NRCS,1.6001999999999998
2024-02-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),62.0,in,NRCS,1.5748
2024-02-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),61.0,in,NRCS,1.5493999999999999
2024-02-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),61.0,in,NRCS,1.5493999999999999
2024-02-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),60.0,in,NRCS,1.524
2024-02-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),69.0,in,NRCS,1.7526
2024-02-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),70.0,in,NRCS,1.778
2024-02-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),67.0,in,NRCS,1.7018
2024-03-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),74.0,in,NRCS,1.8796
2024-03-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),74.0,in,NRCS,1.8796
2024-03-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),76.0,in,NRCS,1.9304
2024-03-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),74.0,in,NRCS,1.8796
2024-03-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),78.0,in,NRCS,1.9811999999999999
2024-03-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),86.0,in,NRCS,2.1844
2024-03-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),83.0,in,NRCS,2.1082
2024-03-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),81.0,in,NRCS,2.0574
2024-03-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),79.0,in,NRCS,2.0065999999999997
2024-03-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),78.0,in,NRCS,1.9811999999999999
2024-03-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),76.0,in,NRCS,1.9304
2024-03-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),77.0,in,NRCS,1.9558
2024-03-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),78.0,in,NRCS,1.9811999999999999
2024-03-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),78.0,in,NRCS,1.9811999999999999
2024-03-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),77.0,in,NRCS,1.9558
2024-03-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),76.0,in,NRCS,1.9304
2024-03-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),74.0,in,NRCS,1.8796
2024-03-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),72.0,in,NRCS,1.8288
2024-03-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),71.0,in,NRCS,1.8034
2024-03-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),69.0,in,NRCS,1.7526
2024-03-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),67.0,in,NRCS,1.7018
2024-03-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),66.0,in,NRCS,1.6764
2024-03-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),64.0,in,NRCS,1.6256
2024-03-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),67.0,in,NRCS,1.7018
2024-03-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),68.0,in,NRCS,1.7271999999999998
2024-03-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),67.0,in,NRCS,1.7018
2024-03-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),68.0,in,NRCS,1.7271999999999998
2024-03-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),68.0,in,NRCS,1.7271999999999998
2024-03-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),73.0,in,NRCS,1.8541999999999998
2024-03-30 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),70.0,in,NRCS,1.778
2024-03-31 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),69.0,in,NRCS,1.7526
2024-04-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),67.0,in,NRCS,1.7018
2024-04-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),66.0,in,NRCS,1.6764
2024-04-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),64.0,in,NRCS,1.6256
2024-04-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),62.0,in,NRCS,1.5748
2024-04-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),67.0,in,NRCS,1.7018
2024-04-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),72.0,in,NRCS,1.8288
2024-04-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),71.0,in,NRCS,1.8034
2024-04-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),69.0,in,NRCS,1.7526
2024-04-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),68.0,in,NRCS,1.7271999999999998
2024-04-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),66.0,in,NRCS,1.6764
2024-04-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),64.0,in,NRCS,1.6256
2024-04-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),63.0,in,NRCS,1.6001999999999998
2024-04-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),60.0,in,NRCS,1.524
2024-04-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),58.0,in,NRCS,1.4731999999999998
2024-04-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),57.0,in,NRCS,1.4478
2024-04-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),55.0,in,NRCS,1.397
2024-04-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),54.0,in,NRCS,1.3716
2024-04-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),54.0,in,NRCS,1.3716
2024-04-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),52.0,in,NRCS,1.3208
2024-04-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),50.0,in,NRCS,1.27
2024-04-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),49.0,in,NRCS,1.2446
2024-04-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),47.0,in,NRCS,1.1938
2024-04-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),45.0,in,NRCS,1.143
2024-04-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),43.0,in,NRCS,1.0922
2024-04-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),41.0,in,NRCS,1.0413999999999999
2024-04-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),39.0,in,NRCS,0.9905999999999999
2024-04-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),37.0,in,NRCS,0.9398
2024-04-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),35.0,in,NRCS,0.889
2024-04-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),33.0,in,NRCS,0.8382
2024-04-30 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),33.0,in,NRCS,0.8382
2024-05-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),32.0,in,NRCS,0.8128
2024-05-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),34.0,in,NRCS,0.8635999999999999
2024-05-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),35.0,in,NRCS,0.889
2024-05-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),32.0,in,NRCS,0.8128
2024-05-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),30.0,in,NRCS,0.762
2024-05-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),32.0,in,NRCS,0.8128
2024-05-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),35.0,in,NRCS,0.889
2024-05-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),35.0,in,NRCS,0.889
2024-05-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),32.0,in,NRCS,0.8128
2024-05-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),30.0,in,NRCS,0.762
2024-05-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),27.0,in,NRCS,0.6858
2024-05-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),23.0,in,NRCS,0.5841999999999999
2024-05-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),20.0,in,NRCS,0.508
2024-05-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),18.0,in,NRCS,0.4572
2024-05-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),15.0,in,NRCS,0.381
2024-05-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),12.0,in,NRCS,0.30479999999999996
2024-05-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),7.0,in,NRCS,0.17779999999999999
2024-05-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),2.0,in,NRCS,0.0508
2024-05-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-05-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-05-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-05-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-05-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-05-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-05-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-05-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-05-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-05-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-05-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-05-30 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-05-31 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),1.0,in,NRCS,0.0254
2024-10-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-19 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-20 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-21 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-22 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-23 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-24 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-25 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),0.0,in,NRCS,0.0
2024-10-26 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),1.0,in,NRCS,0.0254
2024-10-27 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),1.0,in,NRCS,0.0254
2024-10-28 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),1.0,in,NRCS,0.0254
2024-10-29 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),1.0,in,NRCS,0.0254
2024-10-30 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),1.0,in,NRCS,0.0254
2024-10-31 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),2.0,in,NRCS,0.0508
2024-11-01 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),4.0,in,NRCS,0.1016
2024-11-02 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),4.0,in,NRCS,0.1016
2024-11-03 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),6.0,in,NRCS,0.15239999999999998
2024-11-04 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),6.0,in,NRCS,0.15239999999999998
2024-11-05 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),8.0,in,NRCS,0.2032
2024-11-06 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),8.0,in,NRCS,0.2032
2024-11-07 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),7.0,in,NRCS,0.17779999999999999
2024-11-08 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),7.0,in,NRCS,0.17779999999999999
2024-11-09 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),7.0,in,NRCS,0.17779999999999999
2024-11-10 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),6.0,in,NRCS,0.15239999999999998
2024-11-11 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),6.0,in,NRCS,0.15239999999999998
2024-11-12 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),7.0,in,NRCS,0.17779999999999999
2024-11-13 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),7.0,in,NRCS,0.17779999999999999
2024-11-14 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),8.0,in,NRCS,0.2032
2024-11-15 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),8.0,in,NRCS,0.2032
2024-11-16 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),8.0,in,NRCS,0.2032
2024-11-17 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),8.0,in,NRCS,0.2032
2024-11-18 08:00:00+00:00,637:ID:SNTL,POINT Z (-115.66588 43.932 6090),17.0,in,NRCS,0.43179999999999996
